avg_speed,std_accel,distance_mean,start2end_distance,straightness,straightness2,sinuosity,intensityUse,intersections
6.468256740698557,1.4430169582727796,206.83209965430254,1868.3174082706435,0.9998286324371742,0.9998286324371742,2.680663087960242,135.91571256833114,0
6.586501546848978,1.4165426375850616,9.482886955206633,32.08463091185016,0.9518352565280003,0.9682001496021624,7.692380590192724,205.31870921426716,0
6.803751934216852,2.50555993991881,594.4602655444667,8763.812150376869,0.864301991674238,0.919528872957269,0.6719877619110722,143.63778172031633,0
0.5317657965035005,0.20015328873847513,1983.5038102569313,0.0006671695603833738,0.9999125508994046,0.9999125508994046,0.7543935362179844,195.3400830737352,0
5.801267813301104,1.3506801599109817,85.45075788780998,2336.5759227782596,0.9184869010824941,0.9378019505653512,2.4540537358817303,151.4919270117595,0
3.3233607796133837,1.1913240119374184,4.1954000706158086,67.42661315591452,0.9644677953922859,0.9644677953922859,9.225039761329798,172.879602217459,0
7.327818840622936,0.5404913546393572,520.413031218402,8888.246148969101,0.9904818394415351,0.9920548166680543,1.0353845960327166,231.11431107353562,0
15.03055444349985,1.5556349167034362,828.8244532555636,5634.536775191798,0.9999910845595684,0.9999910845595684,0.011147355922041378,581.1478906517502,0
13.211033986862887,2.7986987098649543,247.60455727579298,291.69382276625083,0.9997200085500658,0.9997200085500658,0.7102613119048736,830.4909324268491,0
17.19439405977744,2.384587027568998,91.74904797989612,7737.803050372457,0.9988274471513723,0.9988795011113755,0.21474059869857504,332.9665153233993,0
17.76029388873712,2.6897374353306915,60.419833159593445,7845.965877948884,0.997710664069029,0.9981618069449959,0.21935262760388743,468.1369788006276,0
17.916878719562735,2.7877148339953193,48.25875403649614,7791.205179087878,0.9981189677014507,0.9983659507770102,0.22465000403661448,568.2740676504659,0
18.415874775368312,2.6080954278975446,48.359437179693224,7839.462091876768,0.9983830989145451,0.9986140509382181,0.16096280851620418,568.795452830237,0
18.675638650510702,2.5281962328045244,48.61508707025079,7882.502514826571,0.9985342262429684,0.9986744803075702,0.15390604910923578,716.1004684775756,0
18.560008996871357,2.4207233790185483,47.36154794924287,7806.131815099289,0.9989829216267323,0.9989829216267323,0.170493110744832,549.3753158563795,0
18.215142077178267,2.6333695505133248,44.35677170851701,7807.58850007372,0.9989192312633463,0.9989230458220197,0.1678054166503658,498.7720587653108,0
17.678658366755215,2.4131575210722502,47.13612207501231,6211.910056610717,0.998908817240838,0.9989114467063953,0.1912564457390415,437.0359202580023,0
17.322185755914262,2.1097677063836375,72.41353454258272,7600.301524112935,0.9990160546856067,0.9990160546856067,0.14370239462936404,438.0168278854934,0
17.224058957272778,1.636881972161152,88.00684341881593,7764.866148905844,0.9985021015740021,0.9985234716739352,0.17181580251345518,362.8405338823102,0
17.070315293011028,2.1163892690319748,63.42792487210558,7630.798875014153,0.9977796777980306,0.9979494656925688,0.1510221031630523,321.1393563238172,0
17.213399139026855,2.445581900343887,54.018818979858146,7673.888019244309,0.9928202460826839,0.9946733581397984,0.31123636657941367,340.14439533389543,0
17.08931102624608,3.125081910478635,43.91120765800178,6290.98972229442,0.9534722070905738,0.9603160526073728,0.7656986641934403,213.6210883461614,0
0.9892863751936141,0.17848520960525943,2.757225218906191,4721.532688260856,0.6738736979064518,0.7192506340950771,7.792281774982007,210.51825025313357,19183
0.8777930608351503,0.18341945985919955,2.1128115812993533,9207.301531427116,0.35297790082303526,0.4653051207709541,9.632016109692582,285.8888616076204,28266
